nom;dpt_numero;code_postal;commune_code;Population_2010;Population_1999;Densite_2010;surface;longitude_degre;latitude_degre;longitude_DMS;latitude_DMS;altitude_mini;altitude_maxi
LES VALLOIS;88;88260;88491;111;96;21;5,25;6,11723;48,1581;60702;480929;296;393
LES VANS;7;7140;7334;2816;2668;90;31,09;4,13333;44,4;40755;442419;126;948
LES VASTRES;43;43430;43253;212;222;6;30,34;4,26112;44,9892;41540;445921;777;1215
LES VENTES;27;27180;27678;1037;1006;50;20,65;1,08333;48,95;10516;485656;84;156
LES VENTES-DE-BOURSE;61;61170;61499;146;131;6;20,95;0,283333;48,5167;1639;483037;136;195
LES VERCHERS-SUR-LAYON;49;49700;49365;902;814;29;30,7;-0,3;47,15;-1748;470914;48;109
LES VEYS;50;50500;50631;401;358;26;14,88;-1,15;49,3167;-10909;491854;0;32
LES VIGNEAUX;5;5120;5180;480;392;30;15,99;6,53333;44,8167;63227;444926;978;2800
LES VIGNES;48;48210;48195;107;118;3;28,84;3,23333;44,2833;31338;441640;400;1022
LES VILLARDS-SUR-THONES;74;74230;74302;1011;899;75;13,32;6,36667;45,9167;62157;455426;716;2019
LES VILLEDIEU;25;25240;25619;172;131;11;15,07;6,24167;46,725;61449;464342;907;1290
LES VILLETTES;43;43600;43265;1204;853;102;11,78;4,18333;45,2333;41060;451406;505;794
LES VOIVRES;88;88240;88520;347;301;27;12,81;6,3;48,0333;61741;480152;280;422
LES YVETEAUX;61;61210;61512;111;90;19;5,79;-0,283333;48,7;-1624;484220;190;261
LESBOEUFS;80;80360;80472;157;151;26;5,97;2,86667;50,0333;25146;500232;112;154
LESBOIS;53;53120;53131;197;203;32;5,99;-0,8;48,4333;-4816;482628;158;212
LESCAR;64;64230;64335;9981;8191;376;26,5;-0,416667;43,3333;-2609;431957;142;203
LESCHAUX;74;74320;74148;265;258;21;12,52;6,12584;45,7728;60733;454622;756;1666
LESCHELLE;2;2170;2419;296;280;20;14,69;3,76667;49,9667;34614;495731;144;206
LESCHERAINES;73;73340;73146;724;554;88;8,17;6,1;45,7;60618;454230;578;1305
LESCHERES;39;39170;39293;212;153;25;8,28;5,83333;46,45;54937;462707;700;1064
LESCHERES-SUR-LE-BLAISERON;52;52110;52284;96;94;6;14,93;5,03917;48,3373;50221;482014;246;388
LESCHEROLLES;77;77320;77247;481;421;43;11,01;3,33333;48,75;32044;484543;116;192
LESCHEROUX;1;1560;1212;683;596;34;20,05;5,15;46,4;50847;462424;182;223
LESCHES;77;77450;77248;708;535;175;4,03;2,78333;48,9;24647;485428;40;107
LESCHES-EN-DIOIS;26;26310;26164;58;33;2;20,08;5,53333;44,6;53143;443552;642;1549
LESCOUET-GOUAREC;22;22570;22124;206;189;10;18,73;-3,25;48,1667;-31441;480936;169;270
LESCOUSSE;9;9100;9163;81;81;9;8,48;1,51667;43,15;13047;430914;280;383
LESCOUT;81;81110;81143;587;409;87;6,72;2,1;43,5333;20619;433216;165;223
LESCUN;64;64490;64336;179;203;2;60,66;-0,591667;42,9333;-3805;425602;468;2405
LESCUNS;31;31220;31292;57;42;18;3,01;1,01667;43,25;10047;431428;256;376
LESCURE;9;9420;9164;507;461;19;25,8;1,23333;43;11401;430002;410;820
LESCURE-D'ALBIGEOIS;81;81380;81144;4186;3657;295;14,18;2,16667;43,95;21013;435712;154;302
LESCURE-JAOUL;12;12440;12128;255;271;13;18,52;2,15;44,2333;20846;441351;210;623
LESCURRY;65;65140;65269;178;163;35;5,02;0,15;43,3333;915;432009;225;315
LESDAIN;59;59258;59341;408;422;48;8,43;3,26667;50,1;31603;500600;64;137
LESDINS;2;2100;2420;854;749;80;10,63;3,33333;49,9;31938;495349;76;139
LESGES;2;2220;2421;83;81;12;6,65;3,5;49,3;33026;491824;75;153
LESGOR;40;40400;40151;375;262;13;28,19;-0,9;43,85;-5404;435109;17;75
LESIGNAC-DURAND;16;16310;16183;177;185;8;19,74;0,633333;45,8167;3814;454842;193;296
LESIGNY;77;77150;77249;7442;7647;734;10,13;2,61667;48,7333;23657;484439;69;121
LESIGNY;86;86270;86129;529;519;40;13,21;0,766667;46,85;4603;465056;47;138
LESME;71;71140;71255;186;165;36;5,08;3,71667;46,65;34257;463905;202;260
LESMENILS;54;54700;54312;485;471;44;10,84;6,1;48,9333;60556;485553;177;356
LESMONT;10;10500;10193;340;301;34;9,92;4,41667;48,4333;42452;482539;106;126
LESNEVEN;29;29260;29124;7083;6347;689;10,27;-4,31667;48,5667;-41920;483419;14;79
LESPARRE-MEDOC;33;33340;33240;5581;4856;150;36,97;-0,933333;45,3;-5616;451825;7;34
LESPARROU;9;9300;9165;238;265;14;16,09;1,9;42,9333;15416;425550;440;761
LESPERON;40;40260;40152;1017;864;9;102,81;-1,08333;43,9667;-10538;435812;37;99
LESPERON;7;7660;7142;320;277;12;24,99;3,88333;44,7167;35352;444351;910;1355
LESPESSES;62;62190;62500;417;400;134;3,09;2,41667;50,5667;22527;503346;33;84
LESPIELLE;64;64350;64337;125;140;17;7,11;-0,144444;43,4734;-840;432824;158;308
LESPIGNAN;34;34710;34135;3120;2570;136;22,92;3,16667;43,2667;31018;431625;0;90
LESPINASSE;31;31150;31293;2526;1863;595;4,24;1,38333;43,7167;12309;434230;117;127
LESPINASSIERE;11;11160;11200;116;90;7;16,24;2,55;43,4;23214;432410;416;1045
LESPINOY;62;62990;62501;218;232;55;3,96;1,86667;50,4333;15233;502543;7;87
LESPITEAU;31;31160;31294;75;68;41;1,81;0,766667;43,0667;4539;430402;352;486
LESPOUEY;65;65190;65270;205;163;69;2,96;0,166667;43,2167;1008;431239;264;411
LESPOURCY;64;64160;64338;171;114;24;7,09;-0,15;43,3667;-860;432138;260;364
LESPUGUE;31;31350;31295;74;83;15;4,91;0,666667;43,2333;4000;431358;281;446
LESQUERDE;66;66220;66097;171;133;10;15,67;2,53333;42,8;23147;424804;216;600
LESQUIELLES-SAINT-GERMAIN;2;2120;2422;859;847;52;16,21;3,61667;49,9333;33715;495553;86;157
LESQUIN;59;59810;59343;6394;6007;760;8,41;3,11667;50,5833;30640;503523;35;58
LESSAC;16;16500;16181;594;531;17;34,14;0,666667;46,0667;4032;460407;122;232
LESSARD-EN-BRESSE;71;71440;71256;528;425;64;8,2;5,08333;46,7333;50537;464426;187;214
LESSARD-ET-LE-CHENE;14;14140;14362;154;176;15;10,09;0,116667;49,0667;708;490426;30;173
LESSARD-LE-NATIONAL;71;71530;71257;602;548;57;10,56;4,83333;46,8667;45011;465155;185;229
LESSAY;50;50430;50267;2025;1768;91;22,23;-1,53333;49,2167;-13150;491305;5;42
LESSE;57;57580;57395;192;183;23;8,34;6,51667;48,9667;63017;485749;228;355
LESSEUX;88;88490;88268;160;110;54;2,94;7,08333;48,2833;70458;481706;382;660
LESSY;57;57160;57396;800;856;280;2,85;6,1;49,1167;60545;490711;183;344
LESTANVILLE;76;76730;76383;97;76;59;1,63;0,966667;49,75;5721;494449;65;144
LESTARDS;19;19170;19112;109;101;5;18,52;1,86667;45,5167;15225;453056;518;894
LESTELLE-BETHARRAM;64;64800;64339;843;790;97;8,63;-0,216667;43,1333;-1234;430747;278;481
LESTELLE-DE-SAINT-MARTORY;31;31360;31296;445;378;47;9,4;0,916667;43,1333;5441;430714;284;410
LESTERPS;16;16420;16182;479;594;13;36,03;0,783333;46,0167;4650;460037;170;275
LESTIAC-SUR-GARONNE;33;33550;33241;620;585;208;2,98;-0,383333;44,6833;-2227;444135;3;96
LESTIOU;41;41500;41114;269;202;32;8,29;1,58333;47,7333;13515;474402;77;117
LESTRADE-ET-THOUELS;12;12430;12129;467;454;11;42,27;2,65;44,0667;23934;440333;315;803
LESTRE;50;50310;50268;259;224;34;7,57;-1,33333;49,5167;-12006;493134;1;45
LESTREM;62;62136;62502;4241;3790;200;21,15;2,68333;50,6167;24106;503720;13;20
LETANNE;8;8210;8252;142;104;18;7,5;5,08333;49,55;50452;493240;156;286
LETELON;3;3360;3143;120;144;18;6,37;2,58556;46,6562;23508;463922;158;237
LETHUIN;28;28700;28207;213;159;29;7,18;1,86667;48,3667;15207;482205;146;156
LETIA;2A;20160;2A141;105;96;2;36,44;8,84751;42,1903;85051;421125;235;2084
LETRA;69;69620;69113;945;758;64;14,64;4,53333;45,9667;43128;455745;275;727
LETRICOURT;54;54610;54313;233;179;31;7,38;6,3;48,8833;61742;485232;187;238
LETTEGUIVES;27;27910;27366;210;184;51;4,1;1,33333;49,4333;11944;492527;72;149
LETTRET;5;5130;5074;184;109;43;4,2;6,06667;44,4667;60340;442806;591;960
LEUBRINGHEN;62;62250;62503;329;257;41;7,98;1,71667;50,85;14317;505128;48;163
LEUC;11;11250;11201;717;583;63;11,28;2,33333;43,15;21924;430848;124;341
LEUCAMP;15;15120;15103;235;237;17;13,5;2,53333;44,7667;23156;444643;349;758
LEUCATE;11;11370;11202;4043;2776;171;23,55;3,03333;42,9167;30144;425434;0;70
LEUCHEY;52;52190;52285;75;47;13;5,48;5,21667;47,7333;51248;474342;352;482
LEUDEVILLE;91;91630;91332;1374;1187;175;7,84;2,31667;48,5667;21934;483356;74;87
LEUDON-EN-BRIE;77;77320;77250;149;141;35;4,24;3,26667;48,7333;31612;484400;155;173
LEUGLAY;21;21290;21346;337;379;13;24,56;4,8;47,8167;44732;474851;260;417
LEUGNY;86;86220;86130;448;403;28;15,74;0,7;46,9167;4204;465444;43;144
LEUGNY;89;89130;89221;381;336;28;13,34;3,38333;47,6833;32230;474102;209;299
LEUHAN;29;29390;29125;791;754;24;32,75;-3,78333;48,1;-34704;480557;97;246
LEUILLY-SOUS-COUCY;2;2380;2423;413;418;32;12,69;3,33333;49,4833;32130;492844;51;162
LEULINGHEM;62;62500;62504;230;219;48;4,72;2,16667;50,7333;20951;504406;60;127
LEULINGHEN-BERNES;62;62250;62505;413;398;59;6,9;1,71667;50,8333;14305;504950;8;100
LEURVILLE;52;52700;52286;93;101;8;10,44;5,38333;48,3333;52302;481943;370;416
LEURY;2;2880;2424;104;113;28;3,69;3,33333;49,4333;32012;492551;79;162
LEUTENHEIM;67;67480;67264;855;787;82;10,39;8,01667;48,85;80115;485034;115;139
LEUVILLE-SUR-ORGE;91;91310;91333;4099;3757;1646;2,49;2,25;48,6167;21552;483701;42;92
LEUVRIGNY;51;51700;51320;321;325;40;8;3,76667;49,0667;34529;490406;80;239
LEUZE;2;2500;2425;162;171;15;10,19;4,15;49,85;40942;495105;163;226
LEVAINVILLE;28;28700;28208;406;292;73;5,55;1,73333;48,5;14433;482918;117;156
LEVAL;59;59620;59344;2326;2395;394;5,89;3,83333;50,1833;34947;501046;128;163
LEVAL;90;90110;90066;196;192;32;6;6,98333;47,7333;65854;474344;393;456
LEVALLOIS-PERRET;92;92300;92044;64253;54750;26660;2,41;2,28333;48,9;21716;485336;23;34
LEVARE;53;53120;53132;313;358;27;11,53;-0,916667;48,4167;-5450;482504;183;246
LEVECOURT;52;52150;52287;97;107;14;6,7;5,56667;48,1333;53340;480822;313;410
LEVENS;6;6670;6075;4683;3700;156;29,85;7,21667;43,8667;71328;435139;121;1414
LEVERGIES;2;2420;2426;587;577;76;7,67;3,31667;49,9333;31846;495538;94;155
LEVERNOIS;21;21200;21347;284;259;76;3,73;4,86667;47;45223;465944;194;211
LEVES;28;28300;28209;5669;4308;754;7,51;1,48333;48,4667;12853;482808;120;169
LEVESVILLE-LA-CHENARD;28;28310;28210;216;208;15;13,89;1,83333;48,3;14934;481806;136;149
LEVET;18;18340;18126;1366;1269;52;25,97;2,41667;46,9333;22431;465533;159;181
LEVIE;2A;20170;2A142;769;694;8;85,85;9,12306;41,7039;90723;414214;152;1366
LEVIER;25;25270;25334;1963;1700;52;37,6;6,13333;46,95;60707;465713;679;901
LEVIGNAC;31;31530;31297;2018;1628;165;12,22;1,19528;43,6669;11140;433957;123;235
LEVIGNAC-DE-GUYENNE;47;47120;47147;609;650;24;25,02;0,2;44,6333;1157;443746;32;122
LEVIGNACQ;40;40170;40154;346;345;8;42,32;-1,16667;44;-11003;440018;27;75
LEVIGNEN;60;60800;60358;882;770;63;13,9;2,91667;49,2;25452;491149;98;156
LEVIGNY;10;10200;10194;103;110;7;13,75;4,7;48,3;44227;481806;195;305
LEVIS;89;89520;89222;246;238;20;12,08;3,31667;47,65;31930;473913;208;330
LEVIS-SAINT-NOM;78;78320;78334;1705;1697;206;8,25;1,95;48,7167;15655;484317;103;174
LEVONCOURT;55;55260;55289;53;41;6;7,8;5,35;48,8333;52105;484923;277;369
LEVONCOURT;68;68480;68181;251;224;47;5,28;7,21667;47,45;71216;472655;448;741
LEVROUX;36;36110;36093;2834;2913;50;56,43;1,61667;46,9833;13646;465837;125;190
LEWARDE;59;59287;59345;2739;2784;702;3,9;3,16667;50,35;31007;502027;22;62
LEXY;54;54720;54314;3067;2990;512;5,99;5,73333;49,5;54356;493004;239;380
LEY;57;57810;57397;108;106;17;6,13;6,65;48,7333;63924;484408;202;264
LEYCHERT;9;9300;9166;106;100;18;5,77;1,73333;42,95;14346;425640;516;934
LEYME;46;46120;46170;961;941;94;10,16;1,91667;44,7833;15402;444707;407;616
LEYMEN;68;68220;68182;1136;1059;97;11,64;7,48333;47,4833;72900;472941;315;584
LEYMENT;1;1150;1213;1273;922;89;14,18;5,3;45,9167;51742;455524;221;321
LEYNES;71;71570;71258;486;503;100;4,83;4,71667;46,2667;44342;461608;230;515
LEYNHAC;15;15600;15104;356;386;12;27,68;2,3;44,7333;21800;444424;275;652
LEYR;54;54760;54315;956;865;89;10,74;6,26667;48,8;61554;484812;199;415
LEYRAT;23;23600;23108;155;175;8;18,32;2,28333;46,3667;21733;462143;372;456
LEYRIEU;38;38460;38210;724;643;113;6,39;5,25;45,75;51518;454528;203;420
LEYRITZ-MONCASSIN;47;47700;47148;217;218;10;20,24;0,183333;44,3167;939;441938;45;175
LEYSSARD;1;1450;1214;153;143;16;9,13;5,46667;46,1667;52833;460921;280;825
LEYVAUX;15;43450;15105;31;36;2;14,95;3,08333;45,3167;30417;451848;615;1106
LEYVILLER;57;57660;57398;461;436;63;7,25;6,83333;49,0333;65007;490154;224;291
LEZ;31;31440;31298;62;67;23;2,6;0,7;42,9167;4203;425433;499;1180
LEZ-FONTAINE;59;59740;59342;215;210;47;4,51;4,06167;50,1776;40342;501039;167;225
LEZAN;30;30350;30147;1460;980;153;9,54;4,05;44,0167;40302;440047;104;180
LEZARDRIEUX;22;22740;22127;1601;1630;134;11,91;-3,1;48,7667;-30626;484707;0;82
LEZAT;39;39400;39294;186;196;32;5,75;5,93333;46,5;55718;463026;530;1115
LEZAT-SUR-LEZE;9;9210;9167;2343;2116;58;40,13;1,35;43,2833;12049;431634;197;315
LEZAY;79;79120;79148;2066;2092;45;45,63;-0,016667;46,2667;-31;461552;118;173
LEZENNES;59;59260;59346;3064;3346;1431;2,14;3,11667;50,6167;30648;503652;30;46
LEZEVILLE;52;52230;52288;110;107;4;25,72;5,38333;48,4333;52325;482545;307;423
LEZEY;57;57630;57399;102;99;13;7,51;6,63333;48,75;63746;484508;200;262
LEZIGNAN;65;65100;65271;373;390;145;2,56;-0,00472222;43,1;-17;430556;398;602
LEZIGNAN-CORBIERES;11;11200;11203;10539;8278;279;37,68;2,76667;43,2;24528;431202;19;187
LEZIGNAN-LA-CEBE;34;34120;34136;1429;1017;233;6,13;3,43333;43,5;32614;432935;7;91
LEZIGNE;49;49430;49174;719;634;77;9,3;-0,283333;47,6333;-1740;473811;17;63
LEZIGNEUX;42;42600;42122;1656;1153;110;15,04;4,06667;45,5667;40339;453402;419;844
LEZINNES;89;89160;89223;745;778;46;15,96;4,08333;47,8;40516;474803;157;273
LEZOUX;63;63190;63195;5599;4945;161;34,69;3,38333;45,8333;32248;454939;317;421
LHERAULE;60;60650;60359;185;142;67;2,76;1,93333;49,4833;15551;492914;118;218
LHERM;31;31600;31299;3417;2565;125;27,26;1,22195;43,43;11319;432548;187;240
LHERM;46;46150;46171;242;222;17;13,47;1,24167;44,5667;11444;443403;114;306
LHERY;51;51170;51321;79;75;12;6,08;3,76667;49,2;34545;491235;120;229
LHEZ;65;65190;65272;78;81;88;0,88;0,2;43,2;1149;431214;269;368
LHOMMAIZE;86;86410;86131;829;760;27;30,59;0,583333;46,4333;3554;462610;85;140
LHOMME;72;72340;72161;910;906;49;18,32;0,55;47,75;3332;474437;49;140
LHOPITAL;1;1420;1215;59;49;16;3,68;5,77834;46,0217;54642;460118;395;1160
LHOR;57;57670;57410;137;110;25;5,4;6,86667;48,8833;65210;485321;218;249
LHOSPITALET;46;46170;46172;449;373;30;14,65;1,40806;44,3612;12429;442140;217;330
LHOUMOIS;79;79390;79149;140;145;14;9,67;-0,133333;46,7;-713;464220;95;172
LHUIS;1;1680;1216;854;721;34;24,43;5,53333;45,75;53200;454448;201;1020
LHUITRE;10;10700;10195;279;233;7;35,82;4,25;48,5667;41459;483414;93;196
LHUYS;2;2220;2427;149;115;30;4,95;3,55;49,2833;33318;491650;67;146
LIAC;65;65140;65273;196;170;47;4,17;0,1;43,4167;556;432452;199;211
LIANCOURT;60;60140;60360;7169;6464;1509;4,75;2,46667;49,3333;22755;491951;38;139
LIANCOURT-FOSSE;80;80700;80473;271;231;42;6,44;2,81667;49,75;24856;494518;71;96
LIANCOURT-SAINT-PIERRE;60;60240;60361;553;586;43;12,69;1,91667;49,2333;15429;491405;63;137
LIART;8;8290;8254;537;523;39;13,44;4,33333;49,7667;42030;494612;192;283
LIAS;32;32600;32210;512;315;47;10,67;1,13333;43,5667;10806;433345;172;305
LIAS-D'ARMAGNAC;32;32240;32211;197;183;16;11,92;-0,066667;43,8667;-422;435148;92;186
LIAUSSON;34;34800;34137;156;110;19;7,95;3,38333;43,6333;32211;433809;135;537
LIBAROS;65;65330;65274;146;158;16;9,08;0,383333;43,25;2328;431513;268;484
LIBERCOURT;62;62820;62907;8580;8852;1300;6,6;3,01667;50,4833;30050;502902;21;41
LIBERMONT;60;60640;60362;211;187;18;11,37;2,96667;49,7;25814;494138;62;101
LIBOURNE;33;33500;33243;23624;21764;1145;20,63;-0,233333;44,9167;-1438;445455;2;28
LICEY-SUR-VINGEANNE;21;21610;21348;110;85;32;3,39;5,38333;47,4833;52254;472852;212;266
LICHANS-SUNHAR;64;64470;64340;67;81;19;3,43;-0,866667;43,1;-5224;430534;232;589
LICHERES;16;16460;16184;87;94;17;4,94;0,216667;45,9;1322;455348;60;117
LICHERES-PRES-AIGREMONT;89;89800;89224;173;156;10;16,37;3,85;47,7167;35119;474341;165;264
LICHERES-SUR-YONNE;89;89660;89225;58;68;4;14,31;3,6;47,5;33530;473027;132;259
LICHOS;64;64130;64341;140;129;41;3,38;-0,866667;43,3;-5233;431814;97;172
LICHTENBERG;67;67340;67265;567;510;46;12,12;7,48333;48,9167;72850;485515;195;411
LICOURT;80;80320;80474;395;391;56;6,93;2,88333;49,8;25340;494929;53;104
LICQ-ATHEREY;64;64560;64342;243;244;13;17,87;-0,866667;43,0667;-5236;430401;242;1097
LICQUES;62;62850;62506;1562;1437;85;18,36;1,93333;50,7833;15612;504707;52;176
LICY-CLIGNON;2;2810;2428;87;80;21;4,09;3,26667;49,1;31626;490601;80;165
LIDREZING;57;57340;57401;88;81;8;10,04;6,7;48,8833;64152;485301;242;346
LIEBENSWILLER;68;68220;68183;198;184;51;3,87;7,45;47,5;72718;472954;349;529
LIEBSDORF;68;68480;68184;337;289;79;4,22;7,23333;47,4667;71351;472845;420;683
LIEBVILLERS;25;25190;25335;168;187;55;3,03;6,78333;47,3333;64702;472009;356;650
LIEDERSCHIEDT;57;57230;57402;133;132;22;5,99;7,5;49,1167;72957;490717;257;422
LIEFFRANS;70;70190;70301;60;48;13;4,37;5,96667;47,5167;55817;473112;222;255
LIEHON;57;57420;57403;107;129;19;5,38;6,25;49;61529;485960;214;291
LIENCOURT;62;62810;62507;276;219;82;3,36;2,45;50,2667;22710;501619;118;149
LIEOUX;31;31800;31300;118;0;20;5,83;0,766667;43,15;4610;430918;359;449
LIEPVRE;68;68660;68185;1756;1633;139;12,55;7,28333;48,2667;71657;481620;234;930
LIERAMONT;80;80240;80475;212;182;29;7,29;3,05;50;30258;495938;113;152
LIERCOURT;80;80580;80476;349;320;63;5,53;1,9;50,0333;15400;500221;7;104
LIERES;62;62190;62508;374;278;115;3,24;2,41667;50,55;22506;503313;41;93
LIERGUES;69;69400;69114;1869;1393;351;5,32;4,66667;45,9667;43951;455811;201;308
LIERNAIS;21;21430;21349;591;593;20;28,53;4,28333;47,2;41656;471224;424;543
LIERNOLLES;3;3130;3144;246;282;6;37,31;3,76667;46,3833;34507;462341;247;340
LIERVAL;2;2860;2429;115;132;30;3,77;3,61667;49,4833;33660;492903;90;190
LIERVILLE;60;60240;60363;223;243;28;7,75;1,88333;49,1833;15254;491126;76;132
LIES;65;65200;65275;72;63;19;3,66;0,216667;43,0667;1233;430345;530;810
LIESLE;25;25440;25336;521;555;31;16,54;5,81667;47,05;54853;470342;235;462
LIESSE-NOTRE-DAME;2;2350;2430;1275;1326;128;9,96;3,80445;49,6095;34816;493634;68;87
LIESSIES;59;59740;59347;556;501;31;17,6;4,08333;50,1167;40455;500704;157;234
LIESVILLE-SUR-DOUVE;50;50480;50269;224;153;42;5,24;-1,33333;49,35;-11916;492113;2;18
LIETTRES;62;62145;62509;293;239;95;3,07;2,35;50,6;22032;503544;32;91
LIEU-SAINT-AMAND;59;59111;59348;1260;1247;246;5,11;3,35;50,2667;32043;501623;34;69
LIEUCHE;6;6260;6076;40;45;2;13,4;7,01667;44;70101;435947;509;1783
LIEUCOURT;70;70140;70302;79;50;16;4,8;5,61667;47,35;53725;472104;204;248
LIEUDIEU;38;38440;38211;292;248;49;5,94;5,18333;45,4667;51053;452730;452;543
LIEURAC;9;9300;9168;158;153;24;6,42;1,78333;42,9833;14721;425854;352;671
LIEURAN-CABRIERES;34;34800;34138;279;182;45;6,13;3,43333;43,5833;32455;433507;77;323
LIEURAN-LES-BEZIERS;34;34290;34139;1362;929;160;8,51;3,23333;43,4167;31414;432506;46;103
LIEUREY;27;27560;27367;1399;1207;76;18,21;0,483333;49,2333;2957;491348;138;184
LIEURON;35;35550;35151;737;563;44;16,72;-1,95;47,85;-15640;475104;18;69
LIEUSAINT;50;50700;50270;376;333;72;5,22;-1,46667;49,4667;-12840;492830;9;44
LIEUSAINT;77;77127;77251;10577;6363;883;11,97;2,55;48,6333;23255;483756;81;91
LIEUTADES;15;15110;15106;204;225;5;39,91;2,9;44,8333;25356;445023;621;1136
LIEUVILLERS;60;60130;60364;651;514;69;9,41;2,5;49,4833;22944;492812;92;159
LIEVANS;70;70240;70303;131;110;31;4,16;6,35;47,6333;62051;473815;290;370
LIEVIN;62;62800;62510;31873;33463;2484;12,83;2,76667;50,4167;24640;502519;32;80
LIEZ;2;2700;2431;435;443;79;5,45;3,28333;49,6833;31727;494127;53;91
LIEZ;85;85420;85123;268;225;31;8,38;-0,7;46,3667;-4212;462210;1;15
LIEZEY;88;88400;88269;282;320;21;13,27;6,8;48,1;64819;480537;584;923
LIFFOL-LE-GRAND;88;88350;88270;2384;2519;70;33,91;5,58333;48,3167;53452;481908;299;450
LIFFOL-LE-PETIT;52;52700;52289;335;355;13;25,72;5,53333;48,3;53134;481751;310;430
LIFFRE;35;35340;35152;6829;6454;102;66,86;-1,5;48,2167;-13029;481249;40;113
LIGARDES;32;32480;32212;227;250;20;11,3;0,5;44,0333;2857;440226;77;182
LIGESCOURT;80;80150;80477;230;194;44;5,12;1,88333;50,2833;15233;501721;42;74
LIGINIAC;19;19160;19113;641;629;22;28,53;2,33334;45,4153;21960;452455;351;692
LIGLET;86;86290;86132;298;347;5;52,53;1,08333;46,5167;10504;463034;87;169
LIGNAC;36;36370;36094;558;572;8;67,03;1,21667;46,4667;11306;462758;104;197
LIGNAIROLLES;11;11240;11204;36;30;4;7,31;1,98333;43,1;15938;430550;324;450
LIGNAN-DE-BAZAS;33;33430;33244;307;243;27;11,1;-0,283333;44,4333;-1643;442552;77;123
LIGNAN-DE-BORDEAUX;33;33360;33245;704;676;78;8,94;-0,433333;44,7833;-2540;444746;17;95
LIGNAN-SUR-ORB;34;34490;34140;2897;2838;849;3,41;3,18333;43,3833;31013;432302;9;86
LIGNAREIX;19;19200;19114;157;144;16;9,38;2,3;45,6167;21748;453649;648;761
LIGNE;16;16140;16185;173;158;21;7,97;0,116667;45,9167;628;455519;52;119
LIGNE;44;44850;44082;4592;2948;101;45,41;-1,38333;47,4167;-12238;472442;12;72
LIGNERES;61;61240;61225;26;50;4;5,37;0,316667;48,7333;1837;484407;203;285
LIGNEREUIL;62;62810;62511;151;133;51;2,92;2,46667;50,2833;22815;501727;120;157
LIGNEROLLES;21;21520;21350;49;53;3;13,54;4,88333;47,9;45318;475406;253;373
LIGNEROLLES;27;27220;27368;286;254;45;6,22;1,28333;48,85;11632;485049;132;146
LIGNEROLLES;3;3410;3145;697;567;59;11,81;2,56667;46,2833;23360;461648;204;396
LIGNEROLLES;36;36160;36095;118;138;9;13;2,13333;46,4833;20838;462945;291;410
LIGNEROLLES;61;61190;61226;167;140;31;5,28;0,583333;48,5833;3459;483527;215;311
LIGNEVILLE;88;88800;88271;308;309;24;12,53;5,95;48,1667;55705;480957;362;457
LIGNEYRAC;19;19500;19115;302;279;36;8,36;1,61667;45,05;13707;450307;138;332
LIGNIERES;10;10130;10196;235;248;9;25,79;3,96667;47,95;35759;475707;135;233
LIGNIERES;18;18160;18127;1485;1591;67;21,88;2,17611;46,752;21034;464507;153;202
LIGNIERES;41;41160;41115;418;376;26;15,77;1,18333;47,8667;11059;475155;84;149
LIGNIERES;80;80500;80478;143;121;22;6,33;2,6525;49,6767;23909;494036;64;109
LIGNIERES-CHATELAIN;80;80590;80479;339;284;51;6,54;1,86667;49,7667;15147;494630;186;209
LIGNIERES-DE-TOURAINE;37;37130;37128;1130;928;113;10;0,416667;47,3;2501;471750;36;98
LIGNIERES-EN-VIMEU;80;80140;80480;113;110;34;3,29;1,73333;49,9167;14414;495435;143;171
LIGNIERES-LA-CARELLE;72;72610;72162;409;353;60;6,75;0,183333;48,4333;1031;482606;135;156
LIGNIERES-ORGERES;53;53140;53133;710;730;17;40,89;-0,206944;48,5423;-1225;483232;205;360
LIGNIERES-SONNEVILLE;16;16130;16186;617;614;37;16,36;-0,183333;45,5667;-1058;453333;40;143
LIGNIERES-SUR-AIRE;55;55260;55290;47;60;5;9,3;5,38333;48,8167;52256;484832;277;357
LIGNOL;56;56160;56110;910;857;23;38,43;-3,26667;48,0333;-31616;480215;93;187
LIGNOL-LE-CHATEAU;10;10200;10197;202;175;9;21,85;4,81667;48,2167;44827;481325;172;323
LIGNON;51;51290;51322;103;86;13;7,5;4,53333;48,5833;43152;483509;117;167
LIGNORELLES;89;89800;89226;184;178;15;11,55;3,73333;47,8667;34339;475147;139;256
LIGNOU;61;61220;61227;137;148;18;7,61;-0,35;48,6667;-2045;484014;202;254
LIGNY-EN-BARROIS;55;55500;55291;4307;5036;133;32,26;5,33333;48,6833;51926;484119;217;386
